BuildingType,PrimaryPropertyType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),PercentagePropertyGFABuildings,GFAperBuilding,GFAperFloor,LargestPropertyUseType,LargestPropertyUseTypeGFAPourcentage,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFAPourcentage,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFAPourcentage,ENERGYSTARScore,PercentageSteamUse(kBtu),PercentageElectricity(kBtu),SiteEnergyUseWN(kBtu),SiteEUIWN(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,Medical Office,DELRIDGE,46,1,1,43615,0,43615,100.0,43615.0,43615.0,Medical Office,100.0,,,,,89.0,0.0,38.0,3389213.25,77.69999695,106.35,2.44
NonResidential,Small- and Mid-Sized Office,DELRIDGE,46,1,3,36879,0,36879,100.0,36879.0,12293.0,Office,46.0,,,,,26.0,0.0,96.0,1196289.375,71.0,7.98,0.22
Nonresidential COS,Other,DELRIDGE,14,1,2,28531,0,28531,100.0,28531.0,14266.0,Other,99.0,Parking,4.0,,,,0.0,56.0,3611021.0,127.5999985,92.7,3.25
NonResidential,Warehouse,DELRIDGE,34,1,2,36600,0,36600,100.0,36600.0,18300.0,Non-Refrigerated Warehouse,119.0,,,,,80.0,0.0,96.0,320606.5938,7.400000095,2.15,0.06
NonResidential,Mixed Use Property,SOUTHWEST,12,1,5,35176,0,35176,100.0,35176.0,7035.0,Office,41.0,Other,41.0,,,,0.0,94.0,1080492.375,37.40000153,7.05,0.2
NonResidential,University,LAKE UNION,76,1,2,41293,15243,26050,63.0,26050.0,13025.0,College/University,64.0,Medical Office,36.0,,,,0.0,64.0,3023468.0,73.0,61.68,1.49
NonResidential,Warehouse,GREATER DUWAMISH,75,1,1,48890,0,48890,100.0,48890.0,48890.0,Non-Refrigerated Warehouse,63.0,Office,37.0,,,49.0,0.0,47.0,2315404.0,47.40000153,61.6,1.26
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,16,1,3,43473,0,43473,100.0,43473.0,14491.0,Office,100.0,,,,,3.0,0.0,100.0,4416909.5,101.5999985,30.79,0.71
NonResidential,Retail Store,DELRIDGE,26,1,1,40265,0,40265,100.0,40265.0,40265.0,Retail Store,101.0,,,,,19.0,0.0,94.0,3766310.0,92.30000305,35.48,0.88
NonResidential,Retail Store,DELRIDGE,11,1,1,26208,0,26208,100.0,26208.0,26208.0,Retail Store,124.0,,,,,79.0,0.0,59.0,1761050.125,54.29999924,37.61,1.44
Nonresidential COS,Other,DELRIDGE,41,1,2,27227,0,27227,100.0,27227.0,13614.0,Other - Recreation,107.0,Fitness Center/Health Club/Gym,31.0,Pre-school/Daycare,3.0,,0.0,36.0,8556389.0,217.5,286.89,10.54
NonResidential,Mixed Use Property,BALLARD,90,1,1,42172,0,42172,100.0,42172.0,42172.0,Other - Education,28.0,Other - Entertainment/Public Assembly,27.0,Social/Meeting Hall,22.0,,0.0,13.0,3705229.5,87.40000153,152.14,3.61
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,106,1,5,32250,0,32250,100.0,32250.0,6450.0,Office,100.0,,,,,92.0,0.0,77.0,866241.875,26.89999962,11.44,0.35
NonResidential,Retail Store,NORTHWEST,63,1,1,51000,0,51000,100.0,51000.0,51000.0,Retail Store,100.0,,,,,95.0,0.0,89.0,1330840.875,26.10000038,14.17,0.28
NonResidential,Mixed Use Property,GREATER DUWAMISH,100,1,1,27000,0,27000,100.0,27000.0,27000.0,Other,33.0,Other - Entertainment/Public Assembly,33.0,Self-Storage Facility,33.0,,0.0,93.0,248334.9063,9.199999809,1.6,0.06
NonResidential,Other,GREATER DUWAMISH,81,1,2,20747,0,20747,100.0,20747.0,10374.0,Other - Entertainment/Public Assembly,57.0,Restaurant,25.0,Office,18.0,,0.0,74.0,1051152.375,50.70000076,17.45,0.84
NonResidential,Warehouse,GREATER DUWAMISH,88,1,2,40800,0,40800,100.0,40800.0,20400.0,Non-Refrigerated Warehouse,88.0,Office,12.0,,,,0.0,36.0,929876.625,22.79999924,27.83,0.68
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,96,1,2,20150,0,20150,100.0,20150.0,10075.0,Office,100.0,,,,,80.0,0.0,97.0,592196.6875,29.39999962,4.02,0.2
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,107,1,7,36000,0,36000,100.0,36000.0,5143.0,Office,88.0,,,,,40.0,0.0,100.0,1682454.875,53.40000153,11.73,0.33
NonResidential,Warehouse,GREATER DUWAMISH,78,1,2,41276,0,41276,100.0,41276.0,20638.0,Non-Refrigerated Warehouse,59.0,Retail Store,32.0,Office,9.0,,0.0,27.0,2880753.0,69.80000305,96.62,2.34
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,79,1,2,24430,0,24430,100.0,24430.0,12215.0,Refrigerated Warehouse,64.0,Other,36.0,,,,0.0,70.0,1297406.125,53.29999924,23.62,0.97
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,89,1,1,22580,0,22580,100.0,22580.0,22580.0,Office,100.0,,,,,90.0,0.0,92.0,937950.625,41.5,9.65,0.43
NonResidential,Warehouse,CENTRAL,90,1,1,20000,0,20000,100.0,20000.0,20000.0,Non-Refrigerated Warehouse,100.0,,,,,18.0,0.0,15.0,877874.875,43.90000153,33.52,1.68
NonResidential,Warehouse,CENTRAL,62,1,1,42000,0,42000,100.0,42000.0,42000.0,Non-Refrigerated Warehouse,90.0,Office,10.0,,,,0.0,26.0,2298245.25,54.70000076,82.07,1.95
NonResidential,Self-Storage Facility,CENTRAL,54,1,1,24248,0,24248,100.0,24248.0,24248.0,Self-Storage Facility,87.0,Parking,13.0,,,,0.0,93.0,120610.5,5.699999809,0.79,0.03
NonResidential,Senior Care Community,NORTH,7,1,6,244500,0,244500,100.0,244500.0,40750.0,Senior Care Community,100.0,,,,,100.0,0.0,56.0,11314740.0,46.29999924,292.8,1.2
NonResidential,Warehouse,GREATER DUWAMISH,84,1,1,24617,0,24617,100.0,24617.0,24617.0,Non-Refrigerated Warehouse,92.0,,,,,,0.0,98.0,109471.7969,4.800000191,0.75,0.03
NonResidential,Other,GREATER DUWAMISH,7,1,3,127065,84710,42355,33.0,42355.0,14118.0,Parking,67.0,Office,33.0,,,,0.0,96.0,3363692.75,79.40000153,22.62,0.18
NonResidential,Retail Store,GREATER DUWAMISH,52,1,1,37247,0,37247,100.0,37247.0,37247.0,Retail Store,100.0,,,,,69.0,0.0,38.0,1988034.875,53.40000153,58.36,1.57
NonResidential,Retail Store,BALLARD,23,1,1,25384,0,25384,100.0,25384.0,25384.0,Retail Store,92.0,,,,,11.0,0.0,56.0,3207111.5,136.6999969,77.23,3.04
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,106,1,3,49052,0,49052,100.0,49052.0,16351.0,Office,66.0,Retail Store,21.0,,,96.0,0.0,100.0,1441445.625,34.0,10.05,0.2
NonResidential,Warehouse,GREATER DUWAMISH,116,1,2,52110,0,52110,100.0,52110.0,26055.0,Non-Refrigerated Warehouse,61.0,,,,,34.0,0.0,19.0,671037.375,21.0,25.15,0.48
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,79,1,2,39036,0,39036,100.0,39036.0,19518.0,Office,71.0,Other,35.0,,,,0.0,56.0,1633524.125,39.59999847,39.25,1.01
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,93,1,1,26310,0,26310,100.0,26310.0,26310.0,Office,91.0,Non-Refrigerated Warehouse,34.0,Social/Meeting Hall,4.0,96.0,0.0,67.0,841208.1875,24.79999924,14.99,0.57
NonResidential,Retail Store,SOUTHEAST,50,1,1,37883,0,37883,100.0,37883.0,37883.0,Retail Store,76.0,Supermarket/Grocery Store,65.0,,,88.0,0.0,42.0,12869714.0,240.3000031,413.1,10.9
NonResidential,K-12 School,DELRIDGE,54,1,3,29874,0,29874,100.0,29874.0,9958.0,K-12 School,105.0,,,,,95.0,0.0,20.0,1478408.125,47.09999847,54.27,1.82
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,51,1,1,20140,0,20140,100.0,20140.0,20140.0,Worship Facility,109.0,Parking,0.0,,,35.0,0.0,11.0,1164370.875,52.90000153,47.08,2.34
NonResidential,Self-Storage Facility,NORTHWEST,26,1,2,71874,31389,40485,56.0,40485.0,20242.0,Self-Storage Facility,100.0,,,,,,0.0,33.0,1393424.5,19.39999962,44.97,0.63
NonResidential,Small- and Mid-Sized Office,CENTRAL,45,1,2,39953,0,39953,100.0,39953.0,19976.0,Office,75.0,,,,,93.0,0.0,70.0,1608929.125,53.5,28.05,0.7
NonResidential,Retail Store,CENTRAL,18,1,2,21200,0,21200,100.0,21200.0,10600.0,Retail Store,67.0,Office,33.0,,,15.0,0.0,101.0,1652954.75,78.0,11.69,0.55
NonResidential,Supermarket / Grocery Store,CENTRAL,36,1,1,30630,0,30630,100.0,30630.0,30630.0,Supermarket/Grocery Store,93.0,Other,8.0,,,27.0,0.0,98.0,6194518.0,200.3999939,42.24,1.38
NonResidential,Retail Store,CENTRAL,36,1,2,23421,0,23421,100.0,23421.0,11710.0,Retail Store,82.0,Bank Branch,18.0,,,25.0,0.0,97.0,1955353.0,83.5,13.22,0.56
SPS-District K-12,K-12 School,BALLARD,85,1,3,117116,0,117116,100.0,117116.0,39039.0,K-12 School,100.0,,,,,83.0,0.0,16.0,6499178.0,55.5,256.31,2.19
NonResidential,Worship Facility,BALLARD,88,1,2,24120,0,24120,100.0,24120.0,12060.0,Worship Facility,100.0,,,,,66.0,0.0,34.0,1024822.188,42.5,31.54,1.31
NonResidential,Worship Facility,BALLARD,87,1,3,35736,0,35736,100.0,35736.0,11912.0,Worship Facility,81.0,Office,19.0,,,88.0,0.0,16.0,1342448.875,37.59999847,51.15,1.43
NonResidential,Warehouse,GREATER DUWAMISH,75,1,1,51050,0,51050,100.0,51050.0,51050.0,Non-Refrigerated Warehouse,97.0,,,,,10.0,0.0,58.0,1355995.25,27.39999962,27.75,0.54
NonResidential,Retail Store,GREATER DUWAMISH,62,1,2,21900,0,21900,100.0,21900.0,10950.0,Retail Store,100.0,,,,,40.0,0.0,40.0,1439042.25,65.69999695,42.66,1.95
NonResidential,Distribution Center,GREATER DUWAMISH,64,1,1,16300,0,16300,100.0,16300.0,16300.0,Distribution Center,400.0,,,,,100.0,0.0,92.0,150167.7969,2.299999952,1.6,0.1
NonResidential,Warehouse,GREATER DUWAMISH,52,1,1,33462,0,33462,100.0,33462.0,33462.0,Non-Refrigerated Warehouse,100.0,,,,,1.0,0.0,100.0,1386445.375,41.40000153,9.67,0.29
NonResidential,Mixed Use Property,GREATER DUWAMISH,64,1,1,35310,0,35310,100.0,35310.0,35310.0,Other,30.0,Non-Refrigerated Warehouse,28.0,Refrigerated Warehouse,25.0,,0.0,37.0,1519845.5,52.0,44.68,1.27
NonResidential,Other,GREATER DUWAMISH,54,1,3,36140,0,36140,100.0,36140.0,12047.0,Other,96.0,,,,,,0.0,100.0,4653535.0,134.0,32.44,0.9
NonResidential,Other,DOWNTOWN,25,1,2,47963,21384,26579,55.0,26579.0,13290.0,Other - Mall,62.0,Parking,13.0,,,,0.0,35.0,8224244.0,277.5,298.91,6.23
NonResidential,Warehouse,DOWNTOWN,86,1,1,23903,0,23903,100.0,23903.0,23903.0,Non-Refrigerated Warehouse,77.0,Worship Facility,19.0,,,65.0,0.0,34.0,486884.9063,21.29999924,14.37,0.6
NonResidential,Self-Storage Facility,NORTHEAST,69,1,3,22522,0,22522,100.0,22522.0,7507.0,Self-Storage Facility,100.0,,,,,,0.0,22.0,630412.625,28.0,23.52,1.04
NonResidential,Self-Storage Facility,NORTHEAST,20,1,4,38959,0,38959,100.0,38959.0,9740.0,Self-Storage Facility,100.0,,,,,,0.0,55.0,963968.1875,24.70000076,23.84,0.61
NonResidential,Warehouse,GREATER DUWAMISH,88,1,2,25955,0,25955,100.0,25955.0,12978.0,Non-Refrigerated Warehouse,55.0,Other - Services,34.0,Office,12.0,,0.0,100.0,1218112.0,46.90000153,8.49,0.33
Campus,K-12 School,EAST,93,1,4,46100,0,46100,100.0,46100.0,11525.0,K-12 School,100.0,Parking,0.0,,,75.0,23.0,45.0,2412536.25,52.29999924,78.19,1.7
NonResidential,Worship Facility,NORTHWEST,65,1,2,21936,0,21936,100.0,21936.0,10968.0,Worship Facility,100.0,,,,,96.0,0.0,11.0,686216.5,31.29999924,28.78,1.31
NonResidential,Other,NORTH,56,1,1,25406,0,25406,100.0,25406.0,25406.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",100.0,,,,,,0.0,77.0,2484501.5,97.80000305,41.96,1.65
NonResidential,Small- and Mid-Sized Office,SOUTHEAST,49,1,2,23250,0,23250,100.0,23250.0,11625.0,Office,95.0,,,,,55.0,0.0,102.0,888432.5,40.40000153,6.3,0.27
NonResidential,Warehouse,GREATER DUWAMISH,56,1,1,30000,0,30000,100.0,30000.0,30000.0,Non-Refrigerated Warehouse,100.0,Parking,0.0,,,32.0,0.0,19.0,3246531.0,108.1999969,120.72,4.02
Nonresidential COS,Warehouse,GREATER DUWAMISH,54,1,1,45036,0,45036,100.0,45036.0,45036.0,Non-Refrigerated Warehouse,47.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",31.0,Office,15.0,,0.0,50.0,1989787.875,47.40000153,49.53,1.1
NonResidential,University,MAGNOLIA / QUEEN ANNE,57,1,2,122679,0,122679,100.0,122679.0,61340.0,College/University,82.0,Restaurant,2.0,,,,0.0,35.0,17612938.0,170.8999939,588.25,4.8
Campus,University,MAGNOLIA / QUEEN ANNE,71,14,2,537000,0,537000,100.0,38357.0,19178.0,College/University,99.0,,,,,,0.0,23.0,96775464.0,181.3000031,3768.66,7.02
NonResidential,Small- and Mid-Sized Office,NORTH,36,1,4,23022,0,23022,100.0,23022.0,5756.0,Office,100.0,,,,,78.0,0.0,80.0,1075427.75,46.70000076,14.64,0.64
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,49,1,1,27263,0,27263,100.0,27263.0,27263.0,Refrigerated Warehouse,81.0,Other,10.0,Office,9.0,,0.0,103.0,2408141.75,88.5,17.22,0.63
NonResidential,Warehouse,GREATER DUWAMISH,54,1,1,31569,0,31569,100.0,31569.0,31569.0,Non-Refrigerated Warehouse,105.0,,,,,12.0,0.0,24.0,3344952.0,101.4000015,125.59,3.98
NonResidential,Warehouse,GREATER DUWAMISH,60,1,1,22509,0,22509,100.0,22509.0,22509.0,Non-Refrigerated Warehouse,100.0,,,,,57.0,0.0,100.0,177812.7969,7.900000095,1.24,0.06
NonResidential,Warehouse,GREATER DUWAMISH,60,1,1,39984,0,39984,100.0,39984.0,39984.0,Non-Refrigerated Warehouse,78.0,Office,22.0,,,75.0,0.0,38.0,1163530.25,29.10000038,36.82,0.92
NonResidential,Worship Facility,EAST,110,1,1,26440,0,26440,100.0,26440.0,26440.0,Worship Facility,100.0,,,,,91.0,0.0,27.0,826275.1875,31.29999924,27.93,1.06
NonResidential,Self-Storage Facility,GREATER DUWAMISH,60,1,2,28800,0,28800,100.0,28800.0,14400.0,Self-Storage Facility,100.0,,,,,,0.0,54.0,1266706.875,44.0,29.44,1.02
NonResidential,K-12 School,CENTRAL,7,4,2,28500,0,28500,100.0,7125.0,3562.0,K-12 School,109.0,,,,,92.0,0.0,55.0,1300765.5,41.79999924,28.64,1.0
NonResidential,Restaurant,LAKE UNION,38,1,2,26519,0,26519,100.0,26519.0,13260.0,Restaurant,51.0,Office,49.0,,,,0.0,58.0,3717064.0,140.1999969,97.27,3.67
NonResidential,Mixed Use Property,LAKE UNION,28,1,2,34639,15402,19237,56.0,19237.0,9618.0,Restaurant,67.0,Other,57.0,Parking,44.0,,0.0,42.0,15960838.0,370.8999939,515.71,14.89
NonResidential,Other,MAGNOLIA / QUEEN ANNE,95,1,2,26300,0,26300,100.0,26300.0,13150.0,Other - Entertainment/Public Assembly,100.0,,,,,,0.0,41.0,3711173.0,141.1000061,116.94,4.45
NonResidential,Restaurant,LAKE UNION,54,1,2,34072,0,34072,100.0,34072.0,17036.0,Restaurant,100.0,,,,,,0.0,38.0,7007726.0,205.6999969,226.81,6.66
NonResidential,Small- and Mid-Sized Office,LAKE UNION,67,1,3,23355,0,23355,100.0,23355.0,7785.0,Office,94.0,,,,,77.0,0.0,100.0,840549.375,38.40000153,5.86,0.25
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,51,1,4,30840,0,30840,100.0,30840.0,7710.0,Office,95.0,Restaurant,4.0,,,30.0,0.0,49.0,3840161.75,126.1999969,101.21,3.28
NonResidential,Other,NORTHEAST,70,1,1,20332,0,20332,100.0,20332.0,20332.0,Other,100.0,,,,,,0.0,50.0,431857.6875,21.20000076,10.99,0.54
NonResidential,Worship Facility,CENTRAL,116,1,1,21850,0,21850,100.0,21850.0,21850.0,Worship Facility,100.0,,,,,100.0,0.0,23.0,359962.5938,16.5,13.09,0.6
NonResidential,Large Office,DOWNTOWN,33,1,13,307557,83064,224493,73.0,224493.0,17269.0,Office,53.0,Parking,27.0,Multifamily Housing,18.0,,0.0,98.0,9691704.0,41.5,66.32,0.22
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,98,1,2,28309,0,28309,100.0,28309.0,14154.0,Self-Storage Facility,100.0,,,,,,0.0,48.0,498364.9063,17.60000038,11.85,0.42
NonResidential,Hotel,DOWNTOWN,102,1,4,45500,0,45500,100.0,45500.0,11375.0,Hotel,100.0,,,,,77.0,32.0,36.0,2934339.25,64.5,122.0,2.68
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,5,38376,0,38376,100.0,38376.0,7675.0,Office,76.0,Retail Store,6.0,,,,0.0,96.0,2142457.5,67.69999695,14.35,0.37
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,4,42804,0,42804,100.0,42804.0,10701.0,Office,56.0,Retail Store,15.0,,,,0.0,48.0,1598032.0,52.0,46.53,1.09
NonResidential,Mixed Use Property,DOWNTOWN,11,1,5,57600,0,57600,100.0,57600.0,11520.0,Residence Hall/Dormitory,48.0,Multifamily Housing,28.0,Financial Office,12.0,,0.0,43.0,7355579.0,145.3999939,223.36,3.88
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,4,33300,0,33300,100.0,33300.0,8325.0,Office,80.0,Restaurant,8.0,Retail Store,7.0,,0.0,79.0,1355968.5,40.70000076,18.76,0.56
NonResidential,Other,DOWNTOWN,116,1,3,22200,0,22200,100.0,22200.0,7400.0,Other,100.0,,,,,,0.0,28.0,231847.0938,10.39999962,7.05,0.32
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,48,1,2,29498,0,29498,100.0,29498.0,14749.0,Non-Refrigerated Warehouse,67.0,Office,31.0,,,,0.0,83.0,3930355.5,136.0,50.05,1.7
NonResidential,Warehouse,LAKE UNION,78,1,1,23050,0,23050,100.0,23050.0,23050.0,Non-Refrigerated Warehouse,100.0,,,,,27.0,0.0,96.0,486485.3125,21.10000038,3.25,0.14
NonResidential,Small- and Mid-Sized Office,LAKE UNION,8,1,4,48350,0,48350,100.0,48350.0,12088.0,Office,100.0,,,,,45.0,0.0,97.0,3280955.5,74.69999695,22.09,0.46
NonResidential,Retail Store,NORTHEAST,86,1,1,46059,0,46059,100.0,46059.0,46059.0,Retail Store,100.0,,,,,82.0,0.0,83.0,1656820.0,36.0,20.66,0.45
NonResidential,Medical Office,NORTHEAST,46,1,2,23595,0,23595,100.0,23595.0,11798.0,Medical Office,100.0,,,,,72.0,0.0,97.0,823716.875,34.90000153,6.53,0.28
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,3,28142,0,28142,100.0,28142.0,9381.0,Office,100.0,,,,,96.0,37.0,45.0,911154.125,32.40000153,34.08,1.21
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,3,28760,0,28760,100.0,28760.0,9587.0,Office,43.0,Retail Store,21.0,Non-Refrigerated Warehouse,21.0,,18.0,21.0,2726126.75,112.0,124.59,4.33
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,114,1,4,39030,0,39030,100.0,39030.0,9758.0,Office,82.0,Retail Store,17.0,,,99.0,0.0,68.0,773324.6875,20.0,13.69,0.35
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,107,1,3,47215,0,47215,100.0,47215.0,15738.0,Office,50.0,Retail Store,47.0,,,58.0,0.0,75.0,2136896.0,46.40000153,63.81,1.35
Nonresidential COS,Other,EAST,90,1,2,61580,27000,34580,56.0,34580.0,17290.0,Other,59.0,Parking,38.0,,,,0.0,74.0,4489734.5,123.8000031,69.53,1.13
NonResidential,Small- and Mid-Sized Office,EAST,99,1,3,30720,0,30720,100.0,30720.0,10240.0,Office,97.0,Retail Store,3.0,,,,0.0,68.0,1361277.25,44.29999924,25.53,0.83
NonResidential,Mixed Use Property,EAST,100,1,2,20640,0,20640,100.0,20640.0,10320.0,Retail Store,47.0,Office,45.0,Restaurant,12.0,,0.0,100.0,412562.4063,19.29999924,2.88,0.14
NonResidential,Mixed Use Property,EAST,104,1,2,34914,0,34914,100.0,34914.0,17457.0,Retail Store,43.0,Restaurant,30.0,Office,17.0,,0.0,101.0,1314474.5,41.79999924,9.29,0.27
NonResidential,Small- and Mid-Sized Office,EAST,110,1,3,20897,0,20897,100.0,20897.0,6966.0,Office,49.0,Retail Store,16.0,Non-Refrigerated Warehouse,16.0,,0.0,70.0,1031474.188,60.5,17.79,0.85
NonResidential,Retail Store,EAST,100,1,2,36940,0,36940,100.0,36940.0,18470.0,Retail Store,100.0,,,,,100.0,0.0,100.0,336745.4063,9.100000381,2.35,0.06
NonResidential,Small- and Mid-Sized Office,EAST,103,1,3,22866,0,22866,100.0,22866.0,7622.0,Office,100.0,,,,,,0.0,72.0,1213909.875,53.09999847,20.76,0.91
NonResidential,Retail Store,EAST,96,1,1,30240,0,30240,100.0,30240.0,30240.0,Retail Store,106.0,Restaurant,2.0,,,78.0,0.0,81.0,1316900.75,40.0,18.19,0.6
NonResidential,Other,NORTHEAST,54,1,2,28586,0,28586,100.0,28586.0,14293.0,Other,95.0,,,,,,0.0,100.0,5078204.0,187.8999939,35.4,1.24
NonResidential,Hotel,DOWNTOWN,108,1,3,28800,0,28800,100.0,28800.0,9600.0,Hotel,75.0,Restaurant,25.0,,,,0.0,26.0,4644346.0,161.3000031,190.45,6.61
NonResidential,Restaurant,DOWNTOWN,103,1,3,28800,0,28800,100.0,28800.0,9600.0,Restaurant,100.0,,,,,,0.0,43.0,935833.1875,32.5,29.21,1.01
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,37,1,3,35202,0,35202,100.0,35202.0,11734.0,Office,69.0,Bank Branch,26.0,,,2.0,0.0,100.0,3605755.5,108.0999985,25.14,0.71
NonResidential,Senior Care Community,EAST,47,1,6,95117,26082,69035,73.0,69035.0,11506.0,Senior Care Community,73.0,Parking,27.0,,,1.0,0.0,58.0,7437745.0,107.6999969,183.79,1.93
NonResidential,Worship Facility,EAST,106,1,2,24600,0,24600,100.0,24600.0,12300.0,Worship Facility,100.0,,,,,69.0,0.0,74.0,347690.5938,14.10000038,5.66,0.23
NonResidential,Worship Facility,EAST,116,1,1,48850,0,48850,100.0,48850.0,48850.0,Worship Facility,59.0,Office,9.0,Other,8.0,,65.0,19.0,1259282.25,34.29999924,65.05,1.33
NonResidential,Hospital,SOUTHWEST,55,4,3,54863,0,54863,100.0,13716.0,4572.0,Hospital (General Medical & Surgical),200.0,,,,,100.0,0.0,99.0,2066851.25,18.79999924,14.21,0.26
NonResidential,Warehouse,GREATER DUWAMISH,52,1,1,25000,0,25000,100.0,25000.0,25000.0,Non-Refrigerated Warehouse,54.0,Food Sales,30.0,Office,16.0,,0.0,42.0,2044286.625,81.80000305,65.89,2.64
NonResidential,Warehouse,GREATER DUWAMISH,56,1,1,25000,0,25000,100.0,25000.0,25000.0,Non-Refrigerated Warehouse,96.0,Office,4.0,,,,0.0,42.0,342696.3125,13.69999981,8.61,0.34
NonResidential,Other,GREATER DUWAMISH,89,1,1,22622,0,22622,100.0,22622.0,22622.0,Manufacturing/Industrial Plant,102.0,,,,,,0.0,36.0,872014.3125,37.90000153,26.56,1.17
NonResidential,Small- and Mid-Sized Office,EAST,99,1,3,27544,0,27544,100.0,27544.0,9181.0,Office,81.0,Parking,14.0,,,94.0,0.0,74.0,1092060.75,48.79999924,17.41,0.63
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,27,1,7,47415,0,47415,100.0,47415.0,6774.0,Office,55.0,Parking,15.0,Multifamily Housing,12.0,,0.0,95.0,1552850.625,45.59999847,10.31,0.22
NonResidential,Other,MAGNOLIA / QUEEN ANNE,55,1,3,22960,0,22960,100.0,22960.0,7653.0,Other - Entertainment/Public Assembly,100.0,,,,,,0.0,22.0,2447325.5,106.5999985,95.38,4.15
NonResidential,Supermarket / Grocery Store,EAST,18,1,1,44739,0,44739,100.0,44739.0,44739.0,Supermarket/Grocery Store,100.0,Parking,0.0,,,17.0,0.0,55.0,15006878.0,335.3999939,393.07,8.79
NonResidential,Mixed Use Property,NORTHEAST,68,1,1,22778,0,22778,100.0,22778.0,22778.0,Retail Store,93.0,Office,57.0,Restaurant,16.0,,0.0,8.0,2675057.75,61.20000076,120.86,5.31
NonResidential,Worship Facility,BALLARD,60,1,2,21562,0,21562,100.0,21562.0,10781.0,Worship Facility,98.0,Pre-school/Daycare,2.0,,,20.0,0.0,19.0,1000251.875,46.59999847,37.28,1.73
NonResidential,Other,CENTRAL,57,1,1,25753,0,25753,100.0,25753.0,25753.0,Other - Entertainment/Public Assembly,100.0,,,,,,0.0,14.0,1612521.0,62.59999847,62.51,2.43
NonResidential,Other,EAST,88,1,3,71280,0,71280,100.0,71280.0,23760.0,Other - Recreation,100.0,,,,,,0.0,32.0,23204450.0,325.5,861.85,12.09
NonResidential,Senior Care Community,EAST,53,1,16,153312,0,153312,100.0,153312.0,9582.0,Senior Care Community,97.0,Parking,47.0,Worship Facility,3.0,51.0,0.0,30.0,22092840.0,99.59999847,792.6,5.17
NonResidential,Mixed Use Property,DOWNTOWN,7,1,19,1206670,201857,1004813,83.0,1004813.0,52885.0,Office,26.0,Multifamily Housing,15.0,Parking,15.0,87.0,0.0,84.0,27917688.0,55.0,393.29,0.33
NonResidential,Worship Facility,SOUTHEAST,48,1,1,24200,0,24200,100.0,24200.0,24200.0,Worship Facility,100.0,Parking,0.0,,,73.0,0.0,52.0,900697.125,37.20000076,22.38,0.92
NonResidential,Residence Hall,MAGNOLIA / QUEEN ANNE,35,1,4,23513,2211,21302,91.0,21302.0,5326.0,Residence Hall/Dormitory,65.0,Office,11.0,Social/Meeting Hall,8.0,,0.0,52.0,1778251.875,83.5,49.79,2.12
NonResidential,Self-Storage Facility,DELRIDGE,22,1,3,66610,0,66610,100.0,66610.0,22203.0,Self-Storage Facility,100.0,,,,,,0.0,44.0,742571.5,11.10000038,18.81,0.28
NonResidential,Other,GREATER DUWAMISH,66,1,1,36000,0,36000,100.0,36000.0,36000.0,Other,94.0,Office,4.0,,,,0.0,76.0,3823703.75,108.0,58.79,1.63
NonResidential,K-12 School,NORTHWEST,78,1,2,23222,0,23222,100.0,23222.0,11611.0,K-12 School,65.0,,,,,62.0,0.0,16.0,1331981.25,88.80000305,55.06,2.37
NonResidential,Mixed Use Property,EAST,92,1,2,24476,0,24476,100.0,24476.0,12238.0,Fitness Center/Health Club/Gym,31.0,Office,24.0,Retail Store,22.0,,0.0,38.0,2800725.0,117.1999969,91.69,3.75
